n02,n02_name,n01,n01_name,Count,number_genes
EFO:0009927,Antihypertensive use measurement,NCBIGene:4864,NPC1,2,2
EFO:0009924,Drugs used in diabetes use measurement,NCBIGene:6927,HNF1A,2,2
MONDO:0005087,respiratory system disorder,NCBIGene:4088,SMAD3,2,2
MONDO:0005087,respiratory system disorder,NCBIGene:7046,TGFBR1,2,2
MONDO:0004948,B-cell chronic lymphocytic leukemia,NCBIGene:4088,SMAD3,2,2
MONDO:0005365,hearing loss disorder,NCBIGene:3956,LGALS1,2,2
EFO:0005093,hip circumference,NCBIGene:4864,NPC1,2,2
EFO:0008393,reaction time measurement,NCBIGene:2147,F2,2,2
EFO:0009104,hyperuricemia,NCBIGene:6696,SPP1,2,2
EFO:0010934,"aspartate aminotransferase to alanine aminotransferase ratio""@e",NCBIGene:5244,ABCB4,2,2
MONDO:0005138,lung carcinoma,NCBIGene:5244,ABCB4,2,2
MONDO:0005417,wet macular degeneration,NCBIGene:7422,VEGFA,1,2
MONDO:0005417,wet macular degeneration,NCBIGene:7046,TGFBR1,1,2
MONDO:0005140,ovarian carcinoma,NCBIGene:4313,MMP2,1,2
MONDO:0005140,ovarian carcinoma,NCBIGene:6927,HNF1A,1,2
MONDO:0005147,type 1 diabetes mellitus,NCBIGene:6772,STAT1,1,2
MONDO:0005147,type 1 diabetes mellitus,NCBIGene:4088,SMAD3,1,2
HP:0000790,Hematuria,NCBIGene:183,AGT,1,2
MONDO:0005252,heart failure,NCBIGene:7040,TGFB1,1,2
MONDO:0005192,exocrine pancreatic carcinoma,NCBIGene:183,AGT,1,2
MONDO:0005133,endometriosis,NCBIGene:6927,HNF1A,1,2
MONDO:0019434,systemic-onset juvenile idiopathic arthritis,NCBIGene:3569,IL6,1,2
MONDO:0015486,keratoconus,NCBIGene:1277,COL1A1,1,2
MONDO:0015486,keratoconus,NCBIGene:4088,SMAD3,1,2
MONDO:0005130,celiac disease,NCBIGene:4088,SMAD3,1,2
MONDO:0005623,autoimmune thyroid disease,NCBIGene:6772,STAT1,1,2
MONDO:0005623,autoimmune thyroid disease,NCBIGene:4088,SMAD3,1,2
MONDO:0013209,non-alcoholic fatty liver disease,NCBIGene:6927,HNF1A,1,2
MONDO:0013209,non-alcoholic fatty liver disease,NCBIGene:7422,VEGFA,1,2
MONDO:0005484,colorectal adenoma,NCBIGene:7040,TGFB1,1,2
MONDO:0005484,colorectal adenoma,NCBIGene:4088,SMAD3,1,2
MONDO:0002155,cholecystitis,NCBIGene:5244,ABCB4,1,2
MONDO:0002155,cholecystitis,NCBIGene:6927,HNF1A,1,2
MONDO:0005361,eosinophilic esophagitis,NCBIGene:4088,SMAD3,1,2
MONDO:0005361,eosinophilic esophagitis,NCBIGene:5328,PLAU,1,2
MONDO:0011429,juvenile idiopathic arthritis,NCBIGene:6772,STAT1,1,2
MONDO:0011429,juvenile idiopathic arthritis,NCBIGene:4088,SMAD3,1,2
MONDO:0019433,oligoarticular juvenile idiopathic arthritis,NCBIGene:3569,IL6,1,2
MONDO:0005105,melanoma,NCBIGene:405,ARNT,1,2
MONDO:0005105,melanoma,NCBIGene:5972,REN,1,2
MONDO:0005041,glaucoma,NCBIGene:3956,LGALS1,1,2
EFO:0007778,urinary albumin to creatinine ratio,NCBIGene:7422,VEGFA,1,2
MONDO:0011786,allergic rhinitis,NCBIGene:7046,TGFBR1,1,2
EFO:0008002,physical activity measurement,NCBIGene:4864,NPC1,1,2
EFO:0010972,blood phosphate measurement,NCBIGene:6927,HNF1A,1,2
MONDO:0005388,primary biliary cholangitis,NCBIGene:1717,DHCR7,1,2
EFO:0008592,high density lipoprotein particle size measurement,NCBIGene:7422,VEGFA,1,2
EFO:0008592,high density lipoprotein particle size measurement,NCBIGene:6927,HNF1A,1,2
MONDO:0005271,allergic disease,NCBIGene:6927,HNF1A,1,2
EFO:0008594,very low density lipoprotein particle size measurement,NCBIGene:7422,VEGFA,1,2
EFO:0008594,very low density lipoprotein particle size measurement,NCBIGene:1593,CYP27A1,1,2
EFO:0004732,lipoprotein measurement,NCBIGene:6927,HNF1A,1,2
EFO:0004505,telomere length,NCBIGene:408,ARRB1,1,2
EFO:0004505,telomere length,NCBIGene:7431,VIM,1,2
EFO:0007997,granulocyte percentage of myeloid white cells,NCBIGene:6347,CCL2,1,2
EFO:0007013,aspirin use measurement,NCBIGene:2321,FLT1,1,2
EFO:0803325,RS-warfarin measurement,NCBIGene:5328,PLAU,1,2
EFO:0803325,RS-warfarin measurement,NCBIGene:2149,F2R,1,2
MONDO:0011057,cerebrovascular disorder,NCBIGene:2147,F2,1,2
MONDO:0011057,cerebrovascular disorder,NCBIGene:6927,HNF1A,1,2
EFO:0005409,fat body mass,NCBIGene:1535,CYBA,1,2
EFO:0005409,fat body mass,NCBIGene:405,ARNT,1,2
EFO:0007710,cognitive decline measurement,NCBIGene:3082,HGF,1,2
EFO:0007710,cognitive decline measurement,NCBIGene:5244,ABCB4,1,2
EFO:0005680,omega-6 polyunsaturated fatty acid measurement,NCBIGene:1593,CYP27A1,1,2
EFO:0004723,coronary artery calcification,NCBIGene:1490,CCN2,1,2
EFO:0004723,coronary artery calcification,NCBIGene:183,AGT,1,2
EFO:0010299,"corpus callosum volume measurement""@e",NCBIGene:3082,HGF,1,2
EFO:0010299,"corpus callosum volume measurement""@e",NCBIGene:1277,COL1A1,1,2
EFO:1000789,"osteoarthritis, hand",NCBIGene:6696,SPP1,1,2
EFO:1000789,"osteoarthritis, hand",NCBIGene:2147,F2,1,2
EFO:0004352,mortality,NCBIGene:120227,CYP2R1,1,2
MONDO:0019432,rheumatoid factor-negative juvenile idiopathic arthritis,NCBIGene:3569,IL6,1,2
MONDO:0005302,"attention deficit hyperactivity disorder, inattentive type",NCBIGene:1499,CTNNB1,1,2
MONDO:0005302,"attention deficit hyperactivity disorder, inattentive type",NCBIGene:3956,LGALS1,1,2
EFO:0005043,cardiac troponin T measurement,NCBIGene:4763,NF1,1,2
EFO:0005043,cardiac troponin T measurement,NCBIGene:5328,PLAU,1,2
EFO:0005674,white matter microstructure measurement,NCBIGene:1593,CYP27A1,1,2
EFO:0007885,JT interval,NCBIGene:6772,STAT1,1,2
EFO:0007885,JT interval,NCBIGene:405,ARNT,1,2
EFO:0004467,insulin measurement,NCBIGene:7422,VEGFA,1,2
EFO:0004467,insulin measurement,NCBIGene:6927,HNF1A,1,2
EFO:0004730,hormone measurement,NCBIGene:7422,VEGFA,1,2
EFO:0004730,hormone measurement,NCBIGene:4313,MMP2,1,2
EFO:0803367,"antihyperlipidemic drug use measurement""@e",NCBIGene:1593,CYP27A1,1,2
EFO:0803367,"antihyperlipidemic drug use measurement""@e",NCBIGene:6927,HNF1A,1,2
EFO:0010638,atopic asthma,NCBIGene:6927,HNF1A,1,2
EFO:0004502,adiponectin measurement,NCBIGene:7422,VEGFA,1,2
EFO:0004502,adiponectin measurement,NCBIGene:120227,CYP2R1,1,2
EFO:0020690,protein-glutamine gamma-glutamyltransferase e measurement,NCBIGene:6927,HNF1A,1,2
MONDO:0005276,dental caries,NCBIGene:4088,SMAD3,1,2
MONDO:0005276,dental caries,NCBIGene:1593,CYP27A1,1,2
EFO:0010583,"alpha fetoprotein measurement""@e",NCBIGene:213,ALB,1,2
EFO:0010583,"alpha fetoprotein measurement""@e",NCBIGene:6927,HNF1A,1,2
EFO:0007927,schizophrenia symptom severity measurement,NCBIGene:4763,NF1,1,2
EFO:0007927,schizophrenia symptom severity measurement,NCBIGene:2149,F2R,1,2
EFO:0004341,body fat distribution,NCBIGene:3956,LGALS1,1,2
EFO:0004341,body fat distribution,NCBIGene:4088,SMAD3,1,2
EFO:0009927,Antihypertensive use measurement,NCBIGene:183,AGT,1,2
EFO:0009924,Drugs used in diabetes use measurement,NCBIGene:4763,NF1,1,2
EFO:0006807,linoleic acid measurement,NCBIGene:6927,HNF1A,1,2
EFO:0006807,linoleic acid measurement,NCBIGene:1593,CYP27A1,1,2
MONDO:0004948,B-cell chronic lymphocytic leukemia,NCBIGene:1490,CCN2,1,2
MONDO:0005365,hearing loss disorder,NCBIGene:2149,F2R,1,2
EFO:0020943,"cholesterol:total lipids ratio""@e",NCBIGene:1593,CYP27A1,1,2
EFO:0003913,angina pectoris,NCBIGene:2321,FLT1,1,2
EFO:0009795,serum urea measurement,NCBIGene:1593,CYP27A1,1,2
EFO:0009795,serum urea measurement,NCBIGene:6927,HNF1A,1,2
EFO:0006525,cigarettes per day measurement,NCBIGene:4864,NPC1,1,2
EFO:0006525,cigarettes per day measurement,NCBIGene:2147,F2,1,2
EFO:0005093,hip circumference,NCBIGene:4763,NF1,1,2
EFO:0005271,sleep duration,NCBIGene:7422,VEGFA,1,2
EFO:0005271,sleep duration,NCBIGene:6927,HNF1A,1,2
EFO:0010699,"diffuse plaque measurement""@e",NCBIGene:408,ARRB1,1,2
EFO:0010699,"diffuse plaque measurement""@e",NCBIGene:120227,CYP2R1,1,2
MONDO:0007079,alcohol dependence,NCBIGene:408,ARRB1,1,2
MONDO:0007079,alcohol dependence,NCBIGene:3569,IL6,1,2
EFO:0004578,homocysteine measurement,NCBIGene:6927,HNF1A,1,2
EFO:0004578,homocysteine measurement,NCBIGene:7431,VIM,1,2
EFO:0803324,R-warfarin measurement,NCBIGene:2149,F2R,1,2
EFO:0803324,R-warfarin measurement,NCBIGene:120227,CYP2R1,1,2
EFO:0010520,"peptide measurement""@e",NCBIGene:2321,FLT1,1,2
EFO:0010520,"peptide measurement""@e",NCBIGene:1535,CYBA,1,2
EFO:0007994,neutrophil percentage of granulocytes,NCBIGene:6772,STAT1,1,2
EFO:0007994,neutrophil percentage of granulocytes,NCBIGene:3569,IL6,1,2
EFO:0005134,amino acid measurement,NCBIGene:7040,TGFB1,1,2
EFO:0005134,amino acid measurement,NCBIGene:5328,PLAU,1,2
EFO:0010298,"corpus callosum posterior volume measurement""@e",NCBIGene:1277,COL1A1,1,2
EFO:0010298,"corpus callosum posterior volume measurement""@e",NCBIGene:3082,HGF,1,2
EFO:0009925,Antithrombotic agent use measurement,NCBIGene:2321,FLT1,1,2
EFO:0007990,neutrophil percentage of leukocytes,NCBIGene:2247,FGF2,1,2
EFO:0007990,neutrophil percentage of leukocytes,NCBIGene:1535,CYBA,1,2
EFO:0005140,autoimmune disease,NCBIGene:4088,SMAD3,1,2
EFO:0008393,reaction time measurement,NCBIGene:7422,VEGFA,1,2
MONDO:0004891,hyperopia,NCBIGene:2321,FLT1,1,2
MONDO:0004891,hyperopia,NCBIGene:1717,DHCR7,1,2
EFO:0009104,hyperuricemia,NCBIGene:7422,VEGFA,1,2
EFO:0008006,skin aging measurement,NCBIGene:2247,FGF2,1,2
EFO:0008006,skin aging measurement,NCBIGene:1593,CYP27A1,1,2
HP:0002315,Headache,NCBIGene:2147,F2,1,2
HP:0002315,Headache,NCBIGene:3082,HGF,1,2
HP:0000023,Inguinal hernia,NCBIGene:5328,PLAU,1,2
HP:0000023,Inguinal hernia,NCBIGene:4088,SMAD3,1,2
EFO:1002040,Corneal astigmatism,NCBIGene:4088,SMAD3,1,2
EFO:1002040,Corneal astigmatism,NCBIGene:7422,VEGFA,1,2
EFO:0004749,CCL2 measurement,NCBIGene:6347,CCL2,1,2
EFO:0010934,"aspartate aminotransferase to alanine aminotransferase ratio""@e",NCBIGene:7431,VIM,1,2
MONDO:0001383,degenerative myopia,NCBIGene:4763,NF1,1,2
MONDO:0001383,degenerative myopia,NCBIGene:183,AGT,1,2
MONDO:0005138,lung carcinoma,NCBIGene:3569,IL6,1,2
MONDO:0004872,hemorrhoid,NCBIGene:4088,SMAD3,1,2
MONDO:0004872,hemorrhoid,NCBIGene:4763,NF1,1,2
EFO:0008539,vitamin D dietary intake measurement,NCBIGene:120227,CYP2R1,1,2
EFO:0008539,vitamin D dietary intake measurement,NCBIGene:1717,DHCR7,1,2
EFO:0010226,"phosphatidylcholine measurement""@e",NCBIGene:6927,HNF1A,1,2
EFO:0010226,"phosphatidylcholine measurement""@e",NCBIGene:213,ALB,1,2
EFO:0008596,chylomicron measurement,NCBIGene:7422,VEGFA,1,2
EFO:0008596,chylomicron measurement,NCBIGene:1593,CYP27A1,1,2
EFO:0009959,diverticular disease,NCBIGene:4763,NF1,1,2
EFO:0009959,diverticular disease,NCBIGene:4088,SMAD3,1,2
EFO:0010092,bitter alcoholic beverage consumption measurement,NCBIGene:4763,NF1,1,2
EFO:0010092,bitter alcoholic beverage consumption measurement,NCBIGene:4864,NPC1,1,2
EFO:1001492,atrophic macular degeneration,NCBIGene:7422,VEGFA,1,2
EFO:1001492,atrophic macular degeneration,NCBIGene:7046,TGFBR1,1,2
EFO:0010158,sugar consumption measurement,NCBIGene:5314,PKHD1,1,2
EFO:0010158,sugar consumption measurement,NCBIGene:6927,HNF1A,1,2
EFO:0008054,C-C motif chemokine 7 measurement,NCBIGene:6347,CCL2,16,1
MONDO:0008383,rheumatoid arthritis,NCBIGene:6772,STAT1,15,1
EFO:0006903,hepatocyte growth factor measurement,NCBIGene:3082,HGF,12,1
EFO:0008055,C-C motif chemokine 8 measurement,NCBIGene:6347,CCL2,10,1
EFO:0010118,sphingomyelin measurement,NCBIGene:6927,HNF1A,7,1
MONDO:0010030,Sjogren syndrome,NCBIGene:6772,STAT1,6,1
EFO:0008025,angiotensinogen measurement,NCBIGene:183,AGT,6,1
MONDO:0005100,systemic sclerosis,NCBIGene:6772,STAT1,6,1
EFO:0801499,corneodesmosin measurement,NCBIGene:6347,CCL2,6,1
EFO:0005245,body weight loss,NCBIGene:5314,PKHD1,6,1
EFO:0007987,granulocyte count,NCBIGene:4864,NPC1,6,1
EFO:0010222,"ceramide measurement""@e",NCBIGene:6927,HNF1A,6,1
EFO:0008073,cathepsin S measurement,NCBIGene:405,ARNT,5,1
MONDO:0005012,cutaneous melanoma,NCBIGene:405,ARNT,5,1
EFO:0004748,thyroid stimulating hormone measurement,NCBIGene:7422,VEGFA,5,1
EFO:0010803,urokinase-type plasminogen activator measurement,NCBIGene:5328,PLAU,5,1
EFO:1002011,adult onset asthma,NCBIGene:4088,SMAD3,5,1
EFO:0008015,afamin measurement,NCBIGene:213,ALB,5,1
HP:0003076,Glycosuria,NCBIGene:6927,HNF1A,4,1
MONDO:0005338,open-angle glaucoma,NCBIGene:5314,PKHD1,4,1
MONDO:0004907,alopecia,NCBIGene:1593,CYP27A1,4,1
EFO:0000266,aortic stenosis,NCBIGene:3569,IL6,4,1
EFO:0600088,lymphocyte:monocyte ratio,NCBIGene:2321,FLT1,4,1
EFO:0009934,Immunosuppressant use measurement,NCBIGene:6772,STAT1,4,1
EFO:0009769,histidine measurement,NCBIGene:1356,CP,4,1
MONDO:0005277,migraine disorder,NCBIGene:7040,TGFB1,4,1
EFO:0010091,tea consumption measurement,NCBIGene:405,ARNT,4,1
MONDO:0021167,myositis disease,NCBIGene:6772,STAT1,3,1
MONDO:0005463,aortic valve calcification,NCBIGene:3569,IL6,3,1
EFO:0021500,"cortex volume change measurement""@e",NCBIGene:183,AGT,3,1
EFO:0803377,"metachronous colorectal adenoma""@e",NCBIGene:1490,CCN2,3,1
EFO:0008126,extracellular matrix protein 1 measurement,NCBIGene:405,ARNT,3,1
EFO:0007791,rheumatoid factor seropositivity measurement,NCBIGene:6772,STAT1,3,1
EFO:0008446,platelet-to-lymphocyte ratio,NCBIGene:2149,F2R,3,1
MONDO:0011438,acne,NCBIGene:1593,CYP27A1,3,1
MONDO:0005326,sunburn,NCBIGene:1535,CYBA,3,1
EFO:0802184,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8 measurement",NCBIGene:7040,TGFB1,3,1
EFO:0007006,depressive symptom measurement,NCBIGene:6927,HNF1A,3,1
EFO:0007702,hip bone mineral density,NCBIGene:1499,CTNNB1,3,1
EFO:0803319,visceral:gluteofemoral adipose tissue ratio measurement,NCBIGene:7422,VEGFA,3,1
EFO:0010616,"renin measurement""@e",NCBIGene:5972,REN,3,1
EFO:0007578,blood copper measurement,NCBIGene:1356,CP,3,1
EFO:0009459,ACPA-positive rheumatoid arthritis,NCBIGene:6772,STAT1,3,1
EFO:0010932,urokinase plasminogen activator surface receptor measurement,NCBIGene:5328,PLAU,3,1
EFO:0005413,joint damage measurement,NCBIGene:7422,VEGFA,3,1
MONDO:0005081,preeclampsia,NCBIGene:2321,FLT1,2,1
MONDO:0012672,cholelithiasis,NCBIGene:5244,ABCB4,2,1
MONDO:0004992,cancer,NCBIGene:405,ARNT,2,1
MONDO:0016264,autoimmune hepatitis,NCBIGene:6772,STAT1,2,1
MONDO:0021253,gallbladder neoplasm,NCBIGene:5244,ABCB4,2,1
MONDO:0005097,squamous cell lung carcinoma,NCBIGene:4763,NF1,2,1
MONDO:0002447,endometrial carcinoma,NCBIGene:4763,NF1,2,1
MONDO:0015075,thyroid gland carcinoma,NCBIGene:4088,SMAD3,2,1
MONDO:0005339,androgenetic alopecia,NCBIGene:1593,CYP27A1,2,1
MONDO:0019636,"renal agenesis, unilateral",NCBIGene:3082,HGF,2,1
EFO:0008129,fibroblast growth factor 2 measurement,NCBIGene:2247,FGF2,2,1
EFO:0008122,eotaxin measurement,NCBIGene:6347,CCL2,2,1
EFO:0004324,body weights and measures,NCBIGene:4864,NPC1,2,1
EFO:0021536,"irritable bowel syndrome symptom measurement""@e",NCBIGene:1356,CP,2,1
EFO:0010116,choline measurement,NCBIGene:6927,HNF1A,2,1
EFO:0004999,N-glycan measurement,NCBIGene:6927,HNF1A,2,1
EFO:0020397,galectin-2 measurement,NCBIGene:3956,LGALS1,2,1
EFO:0801488,collagen alpha-1(XV) chain measurement,NCBIGene:7046,TGFBR1,2,1
EFO:0020768,thrombin measurement,NCBIGene:2147,F2,2,1
EFO:0803075,signal-transducing adaptor protein 1 measurement,NCBIGene:213,ALB,2,1
MONDO:0004745,priapism,NCBIGene:7422,VEGFA,2,1
EFO:0006953,family history of lung cancer,NCBIGene:4763,NF1,2,1
EFO:0010626,"placenta growth factor measurement""@e",NCBIGene:2321,FLT1,2,1
EFO:0801817,"n-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 measurement",NCBIGene:7040,TGFB1,2,1
EFO:0005671,smoking behaviour measurement,NCBIGene:7431,VIM,2,1
EFO:0009941,Inhalant adrenergic use measurement,NCBIGene:4088,SMAD3,2,1
MONDO:0005486,tooth agenesis,NCBIGene:1593,CYP27A1,2,1
EFO:0801430,BRICHOS domain-containing protein 5 measurement,NCBIGene:3956,LGALS1,2,1
EFO:0010130,health study participation,NCBIGene:4864,NPC1,2,1
EFO:0800023,alpha-hydroxyisovalerate measurement,NCBIGene:6927,HNF1A,2,1
EFO:0007864,sulfate measurement,NCBIGene:6927,HNF1A,2,1
EFO:0021169,stachydrine measurement,NCBIGene:5314,PKHD1,2,1
EFO:0008115,ectonucleoside triphosphate diphosphohydrolase 5 measurement,NCBIGene:6927,HNF1A,2,1
EFO:0009929,Beta blocking agent use measurement,NCBIGene:183,AGT,2,1
EFO:0803320,abdominal:gluteofemoral adipose tissue ratio measurement,NCBIGene:7422,VEGFA,2,1
EFO:0004632,nevus count,NCBIGene:405,ARNT,2,1
EFO:0009933,Thyroid preparation use measurement,NCBIGene:6772,STAT1,2,1
EFO:0009718,peak expiratory flow,NCBIGene:5328,PLAU,2,1
EFO:0010071,cardiac troponin I measurement,NCBIGene:5328,PLAU,2,1
EFO:1001017,limited scleroderma,NCBIGene:6772,STAT1,2,1
EFO:0020095,"trochanter bone mineral density""@e",NCBIGene:1499,CTNNB1,2,1
EFO:1001494,psoriasis vulgaris,NCBIGene:5328,PLAU,2,1
EFO:0803328,RS-6-hydroxywarfarin measurement,NCBIGene:4313,MMP2,2,1
EFO:0008457,cannabis dependence measurement,NCBIGene:1356,CP,2,1
EFO:0020847,"vascular endothelial growth factor A, isoform 121 measurement",NCBIGene:7422,VEGFA,2,1
EFO:0008381,total cortical area measurement,NCBIGene:7057,THBS1,2,1
MONDO:0002436,nasal disorder,NCBIGene:4088,SMAD3,2,1
EFO:0009460,ACPA-negative rheumatoid arthritis,NCBIGene:6772,STAT1,2,1
EFO:0007869,wellbeing measurement,NCBIGene:6927,HNF1A,2,1
EFO:0004465,fasting blood glucose measurement,NCBIGene:2147,F2,2,1
EFO:0010114,citrate measurement,NCBIGene:6927,HNF1A,2,1
EFO:0005036,platelet measurement,NCBIGene:3569,IL6,2,1
EFO:0010815,remnant cholesterol measurement,NCBIGene:6927,HNF1A,2,1
EFO:0800027,2-hydroxy-3-methylvalerate measurement,NCBIGene:6927,HNF1A,2,1
EFO:0006940,optic cup area measurement,NCBIGene:3956,LGALS1,2,1
EFO:0021001,cysteine-glutathione disulfide measurement,NCBIGene:6927,HNF1A,2,1
EFO:0020941,"lysophosphatidylcholine 15:0 measurement""@e",NCBIGene:5314,PKHD1,2,1
EFO:0007657,cerebrospinal fluid clusterin measurement,NCBIGene:3569,IL6,2,1
MONDO:0007256,hepatocellular carcinoma,NCBIGene:6772,STAT1,1,1
MONDO:0009693,plasma cell myeloma,NCBIGene:3082,HGF,1,1
MONDO:0005298,osteoporosis,NCBIGene:1499,CTNNB1,1,1
MONDO:0005046,immune system disorder,NCBIGene:6772,STAT1,1,1
MONDO:0005178,osteoarthritis,NCBIGene:7040,TGFB1,1,1
MONDO:0005342,IgA glomerulonephritis,NCBIGene:7040,TGFB1,1,1
MONDO:0011122,obesity disorder,NCBIGene:4864,NPC1,1,1
MONDO:0017991,Takayasu arteritis,NCBIGene:3569,IL6,1,1
MONDO:0011385,intervertebral disc degenerative disorder,NCBIGene:4088,SMAD3,1,1
MONDO:0005386,peripheral arterial disease,NCBIGene:3569,IL6,1,1
MONDO:0007699,Hashimoto thyroiditis,NCBIGene:6772,STAT1,1,1
MONDO:0006031,chronic rhinosinusitis,NCBIGene:4088,SMAD3,1,1
MONDO:0008661,vitiligo,NCBIGene:6772,STAT1,1,1
MONDO:0043693,alcoholic liver diseases,NCBIGene:6927,HNF1A,1,1
MONDO:0005494,triple-negative breast carcinoma,NCBIGene:6927,HNF1A,1,1
MONDO:0006502,acute respiratory distress syndrome,NCBIGene:2321,FLT1,1,1
MONDO:0005131,cervical carcinoma,NCBIGene:7431,VIM,1,1
MONDO:0006314,nasal cavity polyp,NCBIGene:405,ARNT,1,1
MONDO:0005091,severe acute respiratory syndrome,NCBIGene:1269,CNR2,1,1
MONDO:0005965,spinal stenosis,NCBIGene:4088,SMAD3,1,1
MONDO:0005375,nasopharyngeal neoplasm,NCBIGene:4088,SMAD3,1,1
MONDO:0005473,temporomandibular joint disorder,NCBIGene:1277,COL1A1,1,1
MONDO:0005341,skin basal cell carcinoma,NCBIGene:405,ARNT,1,1
HP:0001977,Abnormal thrombosis,NCBIGene:2147,F2,1,1
EFO:0004874,memory performance,NCBIGene:7057,THBS1,1,1
EFO:0004462,PR interval,NCBIGene:1278,COL1A2,1,1
EFO:0801413,beta-arrestin-1 measurement,NCBIGene:408,ARRB1,1,1
EFO:0022164,phospholipids in IDL measurement,NCBIGene:6927,HNF1A,1,1
EFO:0007806,total cholesterol change measurement,NCBIGene:3956,LGALS1,1,1
EFO:0005106,body composition measurement,NCBIGene:7422,VEGFA,1,1
EFO:0010949,"upper face morphology measurement""@e",NCBIGene:213,ALB,1,1
MONDO:0001336,familial hyperlipidemia,NCBIGene:7422,VEGFA,1,1
EFO:0007660,neuroticism measurement,NCBIGene:4864,NPC1,1,1
EFO:0004830,caudate nucleus volume,NCBIGene:2247,FGF2,1,1
EFO:0009961,Insulinogenic index measurement,NCBIGene:6927,HNF1A,1,1
EFO:0022190,phospholipids in large HDL measurement,NCBIGene:7422,VEGFA,1,1
EFO:0004750,interleukin 10 measurement,NCBIGene:7422,VEGFA,1,1
MONDO:0005145,sporadic amyotrophic lateral sclerosis,NCBIGene:4864,NPC1,1,1
EFO:0010120,fasting blood glucose change measurement,NCBIGene:7422,VEGFA,1,1
MONDO:0005279,pulmonary embolism,NCBIGene:2147,F2,1,1
MONDO:0005300,chronic kidney disease,NCBIGene:7422,VEGFA,1,1
EFO:0010139,fish consumption measurement,NCBIGene:4763,NF1,1,1
EFO:0006900,endothelial growth factor measurement,NCBIGene:3082,HGF,1,1
EFO:0004766,subcutaneous adipose tissue measurement,NCBIGene:1356,CP,1,1
EFO:0005230,anxiety,NCBIGene:4763,NF1,1,1
EFO:0021487,"cryptic phenotype measurement""@e",NCBIGene:7040,TGFB1,1,1
EFO:0010982,3-hydroxybutyrate measurement,NCBIGene:6927,HNF1A,1,1
EFO:0004342,waist circumference,NCBIGene:4864,NPC1,1,1
EFO:0010487,"glutamate measurement""@e",NCBIGene:6927,HNF1A,1,1
EFO:0022158,triglycerides in small HDL measurement,NCBIGene:7422,VEGFA,1,1
EFO:0600070,interleukin-6 gene expression measurement,NCBIGene:183,AGT,1,1
MONDO:0006875,ocular hypertension,NCBIGene:4864,NPC1,1,1
EFO:0022145,triglycerides in small VLDL measurement,NCBIGene:7422,VEGFA,1,1
EFO:0010804,vascular endothelial growth factor A measurement,NCBIGene:7422,VEGFA,1,1
EFO:0008300,TNF-related apoptosis-inducing ligand measurement,NCBIGene:5244,ABCB4,1,1
EFO:0001072,memory impairment,NCBIGene:183,AGT,1,1
EFO:0009749,age at first sexual intercourse measurement,NCBIGene:2147,F2,1,1
EFO:0022157,free cholesterol in large HDL measurement,NCBIGene:7422,VEGFA,1,1
EFO:0020570,microtubule-associated protein tau measurement,NCBIGene:7040,TGFB1,1,1
EFO:0009942,Glucocorticoid use measurement,NCBIGene:4088,SMAD3,1,1
EFO:0006946,behavioural disinhibition measurement,NCBIGene:4313,MMP2,1,1
MONDO:0021400,polyp of colon,NCBIGene:4088,SMAD3,1,1
MONDO:0001627,dementia,NCBIGene:1717,DHCR7,1,1
MONDO:0005345,hypospadias,NCBIGene:4313,MMP2,1,1
EFO:0005139,serum ceruloplasmin measurement,NCBIGene:1356,CP,1,1
EFO:0020932,"galectin-1 measurement""@e",NCBIGene:3956,LGALS1,1,1
EFO:0009770,leucine measurement,NCBIGene:6696,SPP1,1,1
EFO:0021473,phosphatidylcholine 36:0 measurement,NCBIGene:6927,HNF1A,1,1
EFO:0803360,"SARS-CoV-2 antibody measurement""@e",NCBIGene:6927,HNF1A,1,1
MONDO:0007147,obstructive sleep apnea syndrome,NCBIGene:408,ARRB1,1,1
EFO:0005058,tyrosine measurement,NCBIGene:6927,HNF1A,1,1
EFO:0802578,glycosyltransferase-like protein LARGE1 measurement,NCBIGene:6927,HNF1A,1,1
EFO:0004582,liver enzyme measurement,NCBIGene:6927,HNF1A,1,1
EFO:0008137,galectin-3 measurement,NCBIGene:6927,HNF1A,1,1
EFO:0007898,alpha-tocopherol measurement,NCBIGene:3082,HGF,1,1
EFO:0007576,blood cadmium measurement,NCBIGene:4088,SMAD3,1,1
EFO:0009588,"feeling \""fed-up\"" measurement",NCBIGene:1535,CYBA,1,1
EFO:0008339,fear of medical pain measurement,NCBIGene:4763,NF1,1,1
EFO:0803335,RS-10-hydroxywarfarin to RS-warfarin ratio measurement,NCBIGene:5972,REN,1,1
EFO:0004345,corneal topography,NCBIGene:4088,SMAD3,1,1
EFO:0009101,age at first birth measurement,NCBIGene:6927,HNF1A,1,1
EFO:0600067,mastiha supplement exposure measurement,NCBIGene:183,AGT,1,1
EFO:0007636,attention function measurement,NCBIGene:6927,HNF1A,1,1
EFO:0009597,feeling nervous measurement,NCBIGene:4763,NF1,1,1
MONDO:0016064,cleft palate,NCBIGene:5314,PKHD1,1,1
EFO:0004682,QT interval,NCBIGene:405,ARNT,1,1
EFO:0009332,executive function measurement,NCBIGene:6696,SPP1,1,1
EFO:0010119,omega-3 polyunsaturated fatty acid measurement,NCBIGene:6927,HNF1A,1,1
